inventory_id,source_commit,application_id,application_name,application_version,source_path,source_line,subscriber_codeunit_id,subscriber_codeunit_name,subscriber_instance,subscriber_procedure,publisher_object_type,publisher_object,published_event_name,published_element_name,skip_on_missing_license,skip_on_missing_permission,procedure_signature,parameter_names,var_parameter_names,has_ishandled_parameter,has_handled_parameter,has_skip_parameter,conditional_compilation_context,prior_known,coarse_screen_status,selection_status
CZPOP-0365,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SourceCodeSetupHandlerCZL.Codeunit.al,9,31368,Source Code Setup Handler CZL,StaticAutomatic (default),TestUsedOnAfterValidateCloseIncomeStatement,ObjectType::Table,"Database::""Source Code Setup""",OnAfterValidateEvent,Close Income Statement,false,false,"var Rec: Record ""Source Code Setup""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0366,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SubstituteReportHandlerCZL.Codeunit.al,26,31097,Substitute Report Handler CZL,StaticAutomatic (default),OnSubstituteGeneralReport,ObjectType::Codeunit,Codeunit::ReportManagement,OnAfterSubstituteReport,,false,false,ReportId: Integer; var NewReportId: Integer,ReportId | NewReportId,NewReportId,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0367,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SubstituteReportHandlerCZL.Codeunit.al,94,31097,Substitute Report Handler CZL,StaticAutomatic (default),OnInitializingNotificationWithDeGeneralultState,ObjectType::Page,"Page::""My Notifications""",OnInitializingNotificationWithDefaultState,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0368,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SubstituteReportHandlerCZL.Codeunit.al,107,31097,Substitute Report Handler CZL,StaticAutomatic (default),OnStateChanged,ObjectType::Table,"Database::""My Notifications""",OnStateChanged,,false,false,NotificationId: Guid; NewEnabledState: Boolean,NotificationId | NewEnabledState,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0369,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldSalesHeaderCZL.Codeunit.al,16,31150,Sync.Dep.Fld-SalesHeader CZL,StaticAutomatic (default),SyncOnBeforeInsertSalesHeader,ObjectType::Table,"Database::""Sales Header""",OnBeforeInsertEvent,,false,false,"var Rec: Record ""Sales Header""",Rec,Rec,No,No,No,not CLEAN27,Unknown,Not Screened,Unselected
CZPOP-0370,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldSalesHeaderCZL.Codeunit.al,22,31150,Sync.Dep.Fld-SalesHeader CZL,StaticAutomatic (default),SyncOnBeforeModifySalesHeader,ObjectType::Table,"Database::""Sales Header""",OnBeforeModifyEvent,,false,false,"var Rec: Record ""Sales Header""",Rec,Rec,No,No,No,not CLEAN27,Unknown,Not Screened,Unselected
CZPOP-0371,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldSalesHeaderCZL.Codeunit.al,46,31150,Sync.Dep.Fld-SalesHeader CZL,StaticAutomatic (default),SyncOnAfterValidateRegistrationNoCZL,ObjectType::Table,"Database::""Sales Header""",OnAfterValidateEvent,Registration No. CZL,false,false,"var Rec: Record ""Sales Header""",Rec,Rec,No,No,No,not CLEAN27,Unknown,Not Screened,Unselected
CZPOP-0372,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldSalesHeaderCZL.Codeunit.al,52,31150,Sync.Dep.Fld-SalesHeader CZL,StaticAutomatic (default),SyncOnAfterValidateVatReportingDate,ObjectType::Table,"Database::""Sales Header""",OnAfterValidateEvent,Registration Number,false,false,"var Rec: Record ""Sales Header""",Rec,Rec,No,No,No,not CLEAN27,Unknown,Not Screened,Unselected
CZPOP-0373,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldVATPeriodCZL.Codeunit.al,17,11719,Sync.Dep.Fld-VATPeriod CZL,StaticAutomatic (default),SyncOnAfterInsertVATPeriodCZL,ObjectType::Table,"Database::""VAT Period CZL""",OnAfterInsertEvent,,false,false,"var Rec: Record ""VAT Period CZL""",Rec,Rec,No,No,No,not CLEAN28,Unknown,Not Screened,Unselected
CZPOP-0374,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldVATPeriodCZL.Codeunit.al,23,11719,Sync.Dep.Fld-VATPeriod CZL,StaticAutomatic (default),SyncOnAfterModifyVATPeriodCZL,ObjectType::Table,"Database::""VAT Period CZL""",OnAfterModifyEvent,,false,false,"var Rec: Record ""VAT Period CZL""",Rec,Rec,No,No,No,not CLEAN28,Unknown,Not Screened,Unselected
CZPOP-0375,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldVATPeriodCZL.Codeunit.al,59,11719,Sync.Dep.Fld-VATPeriod CZL,StaticAutomatic (default),SyncOnBeforeDeleteVATPeriodCZL,ObjectType::Table,"Database::""VAT Period CZL""",OnBeforeDeleteEvent,,false,false,"var Rec: Record ""VAT Period CZL""",Rec,Rec,No,No,No,not CLEAN28,Unknown,Not Screened,Unselected
CZPOP-0376,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldVATPeriodCZL.Codeunit.al,83,11719,Sync.Dep.Fld-VATPeriod CZL,StaticAutomatic (default),SyncOnAfterInsertVATReturnPeriod,ObjectType::Table,"Database::""VAT Return Period""",OnAfterInsertEvent,,false,false,"var Rec: Record ""VAT Return Period""",Rec,Rec,No,No,No,not CLEAN28,Unknown,Not Screened,Unselected
CZPOP-0377,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldVATPeriodCZL.Codeunit.al,89,11719,Sync.Dep.Fld-VATPeriod CZL,StaticAutomatic (default),SyncOnAfterModifyVATReturnPeriod,ObjectType::Table,"Database::""VAT Return Period""",OnAfterModifyEvent,,false,false,"var Rec: Record ""VAT Return Period""",Rec,Rec,No,No,No,not CLEAN28,Unknown,Not Screened,Unselected
CZPOP-0378,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/SyncDepFldVATPeriodCZL.Codeunit.al,121,11719,Sync.Dep.Fld-VATPeriod CZL,StaticAutomatic (default),SyncOnBeforeDeleteVATReturnPeriod,ObjectType::Table,"Database::""VAT Return Period""",OnBeforeDeleteEvent,,false,false,"var Rec: Record ""VAT Return Period""",Rec,Rec,No,No,No,not CLEAN28,Unknown,Not Screened,Unselected
CZPOP-0379,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/TransferLineHandlerCZL.Codeunit.al,11,31046,Transfer Line Handler CZL,StaticAutomatic (default),CopyFromItemOnAfterAssignItemValues,ObjectType::Table,"Database::""Transfer Line""",OnAfterAssignItemValues,,false,false,"var TransferLine: Record ""Transfer Line""; Item: Record Item",TransferLine | Item,TransferLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0380,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/TransformationRuleMgtCZL.Codeunit.al,17,11778,Transformation Rule Mgt. CZL,StaticAutomatic (default),CreateDefaultTransformationsOnCreateTransformationRules,ObjectType::Table,"Database::""Transformation Rule""",OnCreateTransformationRules,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0381,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,293,11758,Unreliable Payer Mgt. CZL,StaticAutomatic (default),HandleUnrelPayerServiceConnection,ObjectType::Table,"Database::""Service Connection""",OnRegisterServiceConnection,,false,false,"var ServiceConnection: Record ""Service Connection""",ServiceConnection,ServiceConnection,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0382,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UnreliablePayerMgtCZL.Codeunit.al,311,11758,Unreliable Payer Mgt. CZL,StaticAutomatic (default),CheckUnreliablePayerOnAfterReleasePurchaseDoc,ObjectType::Codeunit,"Codeunit::""Release Purchase Document""",OnAfterReleasePurchaseDoc,,false,false,"var PurchaseHeader: Record ""Purchase Header""; PreviewMode: Boolean; var LinesWereModified: Boolean",PurchaseHeader | PreviewMode | LinesWereModified,PurchaseHeader | LinesWereModified,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0383,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UpgradeTagDefinitionsCZL.Codeunit.al,9,31016,Upgrade Tag Definitions CZL,StaticAutomatic (default),RegisterPerDatabaseTags,ObjectType::Codeunit,"Codeunit::""Upgrade Tag""",OnGetPerDatabaseUpgradeTags,,false,false,var PerDatabaseUpgradeTags: List of [Code[250]],PerDatabaseUpgradeTags,PerDatabaseUpgradeTags,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0384,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UpgradeTagDefinitionsCZL.Codeunit.al,20,31016,Upgrade Tag Definitions CZL,StaticAutomatic (default),RegisterPerCompanyTags,ObjectType::Codeunit,"Codeunit::""Upgrade Tag""",OnGetPerCompanyUpgradeTags,,false,false,var PerCompanyUpgradeTags: List of [Code[250]],PerCompanyUpgradeTags,PerCompanyUpgradeTags,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0385,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UserSetupHandlerCZL.Codeunit.al,13,31325,User Setup Handler CZL,StaticAutomatic (default),OnErrorMessageDrillDown,ObjectType::Table,"Database::""Error Message""",OnDrillDownSource,,false,false,"ErrorMessage: Record ""Error Message""; SourceFieldNo: Integer; var IsHandled: Boolean",ErrorMessage | SourceFieldNo | IsHandled,IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0386,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/UserSetupHandlerCZL.Codeunit.al,34,31325,User Setup Handler CZL,StaticAutomatic (default),CheckItemUnapplyOnOpenPage,ObjectType::Page,"Page::""Application Worksheet""",OnOpenPageEvent,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0387,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATAmountLineHandlerCZL.Codeunit.al,11,148120,VAT Amount Line Handler CZL,StaticAutomatic (default),VATClauseCodeOnAfterCopyFromSalesInvLine,ObjectType::Table,"Database::""VAT Amount Line""",OnAfterCopyFromSalesInvLine,,false,false,"var VATAmountLine: Record ""VAT Amount Line""; SalesInvoiceLine: Record ""Sales Invoice Line""",VATAmountLine | SalesInvoiceLine,VATAmountLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0388,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATAmountLineHandlerCZL.Codeunit.al,17,148120,VAT Amount Line Handler CZL,StaticAutomatic (default),VATClauseCodeOnAfterCopyFromSalesCrMemoLine,ObjectType::Table,"Database::""VAT Amount Line""",OnAfterCopyFromSalesCrMemoLine,,false,false,"var VATAmountLine: Record ""VAT Amount Line""; SalesCrMemoLine: Record ""Sales Cr.Memo Line""",VATAmountLine | SalesCrMemoLine,VATAmountLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0389,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATAttributeCodeMgtCZL.Codeunit.al,91,11781,VAT Attribute Code Mgt. CZL,Manual,AllowOverwriteData,ObjectType::Codeunit,"Codeunit::""VAT Attribute Code Mgt. CZL""",OnIsOverwriteDataAllowed,,false,false,var OverwriteData: Boolean,OverwriteData,OverwriteData,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0390,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,22,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),ShowVATLCYCorrectionAfterPostingPurchaseInvoice,ObjectType::Page,"Page::""Purchase Invoice""",OnPostDocumentBeforeNavigateAfterPosting,,false,false,"var PurchaseHeader: Record ""Purchase Header""; var PostingCodeunitID: Integer; var Navigate: Enum ""Navigate After Posting""; DocumentIsPosted: Boolean; var IsHandled: Boolean",PurchaseHeader | PostingCodeunitID | Navigate | DocumentIsPosted | IsHandled,PurchaseHeader | PostingCodeunitID | Navigate | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0391,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,58,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),PopUpVATLCYCorrectionCZLOnOpenPostedPurchaseInvoice,ObjectType::Page,"Page::""Posted Purchase Invoice""",OnAfterGetCurrRecordEvent,,false,false,"var Rec: Record ""Purch. Inv. Header""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0392,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,67,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),ShowVATLCYCorrectionAfterPostingPurchaseCreditMemo,ObjectType::Page,"Page::""Purchase Credit Memo""",OnPostDocumentBeforeNavigateAfterPosting,,false,false,"var PurchaseHeader: Record ""Purchase Header""; var PostingCodeunitID: Integer; var Navigate: Enum ""Navigate After Posting""; DocumentIsPosted: Boolean; var IsHandled: Boolean",PurchaseHeader | PostingCodeunitID | Navigate | DocumentIsPosted | IsHandled,PurchaseHeader | PostingCodeunitID | Navigate | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0393,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,102,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),PopUpVATLCYCorrectionCZLOnOpenPostedPurchaseCreditMemo,ObjectType::Page,"Page::""Posted Purchase Credit Memo""",OnAfterGetCurrRecordEvent,,false,false,"var Rec: Record ""Purch. Cr. Memo Hdr.""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0394,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,111,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),ShowVATLCYCorrectionAfterPostingSalesInvoice,ObjectType::Page,"Page::""Sales Invoice""",OnPostDocumentBeforeNavigateAfterPosting,,false,false,"var SalesHeader: Record ""Sales Header""; var IsHandled: Boolean",SalesHeader | IsHandled,SalesHeader | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0395,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,150,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),PopUpVATLCYCorrectionCZLOnOpenPostedSalesInvoice,ObjectType::Page,"Page::""Posted Sales Invoice""",OnAfterGetCurrRecordEvent,,false,false,"var Rec: Record ""Sales Invoice Header""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0396,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,159,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),ShowVATLCYCorrectionAfterPostingSalesCreditMemo,ObjectType::Page,"Page::""Sales Credit Memo""",OnPostDocumentBeforeNavigateAfterPosting,,false,false,"var SalesHeader: Record ""Sales Header""; var IsHandled: Boolean",SalesHeader | IsHandled,SalesHeader | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0397,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCorrNotifHandlerCZL.Codeunit.al,197,31029,VAT Corr. Notif. Handler CZL,StaticAutomatic (default),PopUpVATLCYCorrectionCZLOnOpenPostedSalesCreditMemo,ObjectType::Page,"Page::""Posted Sales Credit Memo""",OnAfterGetCurrRecordEvent,,false,false,"var Rec: Record ""Sales Cr.Memo Header""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0398,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCurrFactorHandlerCZL.Codeunit.al,15,11779,VAT Curr. Factor Handler CZL,StaticAutomatic (default),CurrencyFactorToVATCurrencyFactorOnBeforeServHeaderModify,ObjectType::Codeunit,Codeunit::ServContractManagement,OnBeforeServHeaderModify,,false,false,"var ServiceHeader: Record ""Service Header""",ServiceHeader,ServiceHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0399,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCurrFactorHandlerCZL.Codeunit.al,21,11779,VAT Curr. Factor Handler CZL,StaticAutomatic (default),VATDelayOnAfterCopyFromGenJnlLine,ObjectType::Table,"Database::""VAT Entry""",OnAfterCopyFromGenJnlLine,,false,false,"var VATEntry: Record ""VAT Entry""; GenJournalLine: Record ""Gen. Journal Line""",VATEntry | GenJournalLine,VATEntry,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0400,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATCurrFactorHandlerCZL.Codeunit.al,27,11779,VAT Curr. Factor Handler CZL,StaticAutomatic (default),VATDelayOnCalcPmtDiscIfAdjVATOnBeforeVATEntryFind,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnCalcPmtDiscIfAdjVATOnBeforeVATEntryFind,,false,false,"var VATEntry: Record ""VAT Entry""",VATEntry,VATEntry,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0401,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,46,11742,VAT Date Handler CZL,StaticAutomatic (default),UpdateVatDateOnAfterCopyGenJnlLineFromGLEntry,ObjectType::Table,"Database::""G/L Entry""",OnAfterCopyGLEntryFromGenJnlLine,,false,false,"var GLEntry: Record ""G/L Entry""; var GenJournalLine: Record ""Gen. Journal Line""",GLEntry | GenJournalLine,GLEntry | GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0402,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,52,11742,VAT Date Handler CZL,StaticAutomatic (default),UpdateInvoicePostingBufferOnAfterPrepareSales,ObjectType::Codeunit,"Codeunit::Microsoft.Sales.Posting.""Sales Post Invoice Events""",OnAfterPrepareInvoicePostingBuffer,,false,false,"var InvoicePostingBuffer: Record ""Invoice Posting Buffer""; var SalesLine: Record ""Sales Line""",InvoicePostingBuffer | SalesLine,InvoicePostingBuffer | SalesLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0403,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,63,11742,VAT Date Handler CZL,StaticAutomatic (default),UpdateInvoicePostingBufferOnAfterPreparePurchase,ObjectType::Codeunit,"Codeunit::Microsoft.Purchases.Posting.""Purch. Post Invoice Events""",OnAfterPrepareInvoicePostingBuffer,,false,false,"var InvoicePostingBuffer: Record ""Invoice Posting Buffer""; var PurchaseLine: Record ""Purchase Line""",InvoicePostingBuffer | PurchaseLine,InvoicePostingBuffer | PurchaseLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0404,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,74,11742,VAT Date Handler CZL,StaticAutomatic (default),UpdateInvoicePostingBufferOnAfterPrepareService,ObjectType::Codeunit,"Codeunit::""Service Post Invoice Events""",OnAfterPrepareInvoicePostingBuffer,,false,false,"var InvoicePostingBuffer: Record ""Invoice Posting Buffer""; var ServiceLine: Record ""Service Line""",InvoicePostingBuffer | ServiceLine,InvoicePostingBuffer | ServiceLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0405,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,84,11742,VAT Date Handler CZL,StaticAutomatic (default),ClearVatDateOnPostInvtPostBufOnBeforeSetAmt,ObjectType::Codeunit,"Codeunit::""Inventory Posting To G/L""",OnPostInvtPostBufOnBeforeSetAmt,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""",GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0406,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,91,11742,VAT Date Handler CZL,StaticAutomatic (default),FillVATReportingDateOnBeforeGLLedgEntryModify,ObjectType::Codeunit,"Codeunit::""G/L Entry-Edit""",OnBeforeGLLedgEntryModify,,false,false,"var GLEntry: Record ""G/L Entry""; FromGLEntry: Record ""G/L Entry""",GLEntry | FromGLEntry,GLEntry,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0407,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATDateHandlerCZL.Codeunit.al,219,11742,VAT Date Handler CZL,StaticAutomatic (default),InitVATReportingDateUsageOnAfteInsertEvent,ObjectType::Table,"Database::""General Ledger Setup""",OnAfterInsertEvent,,false,false,"var Rec: Record ""General Ledger Setup""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0408,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/VATEntryHandlerCZL.Codeunit.al,11,11741,VAT Entry Handler CZL,StaticAutomatic (default),CalcOriginalVATAmountsOnBeforeInsertEvent,ObjectType::Table,"Database::""VAT Entry""",OnBeforeInsertEvent,,false,false,"var Rec: Record ""VAT Entry""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
